40,40,0,2208,1710
80,40,0,1999,1812
40,80,0,2430,1808
80,80,0,2218,1923
40,0,40,2000,1369
40,0,80,1988,1099
80,0,40,1781,1449
80,0,80,1759,1167
0,40,40,2396,1361
0,80,40,2626,1433
0,40,80,2400,1088
0,80,80,2638,1145
