40,40,0,1479,2151
160,40,0,759,2568
40,160,0,2231,2537
160,160,0,1521,3053
40,0,40,1245,1774
40,0,160,1207,883
160,0,40,494,2148
160,0,160,374,1186
0,40,40,1683,1765
0,160,40,2452,2102
0,40,160,1689,878
0,160,160,2541,1144
