4,4,0,1479,2151
16,4,0,759,2568
4,16,0,2231,2537
16,16,0,1521,3053
4,0,4,1245,1774
4,0,16,1207,883
16,0,4,494,2148
16,0,16,374,1186
0,4,4,1683,1765
0,16,4,2452,2102
0,4,16,1689,878
0,16,16,2541,1144
